word	freq	syllables	flags	bucket	context
เมื่อย	25	เมื่อย		AUTO	ยอุราที่เมื่อยมาค่อยเป็น
ยอบ	25	ยอบ		AUTO	นถึงหมอบยอบองค์ลงอภิว
เก๋ง	25	เก๋ง		AUTO	วหยุดพักเก๋งทองอันผ่อง
รด	25	รด		AUTO	าน้ำมันกรดสาดฟาดเข้า
โอษฐ์	25	โอด		AUTO	ึงเอื้อนโอษฐ์ไปแจ้งเหตุ
หิว	25	หิว		AUTO	ยาปลิวคนหิวโหยกระทบกล
ฉ่ำ	25	ฉ่ำ		AUTO	ดก่อเย็นฉ่ำจะทำเข็ญหร
หีบ	25	หีบ		AUTO	าสัยทั้งหีบหมากนากทอง
ทรุด	25	ทรุด		AUTO	ล้ศพแล้วทรุดนั่งข้างฟา
ราบ	25	ราบ		AUTO	ามครั้นทราบความสั่งพห
คะ	25	คะ		AUTO	ในจิตคิดคะนึง¦ฝ่ายพว
ตัง	25	ตัง		AUTO	ตจึ่งติดตังมันไม่ฟังค
แพ	24	แพ		AUTO	ารรบเรือแพจงแก้ไขให้
ห่อ	24	ห่อ		AUTO	ฝรั่งรับห่อยาพากันอ้อ
เหยียบ	24	เหยียบ		AUTO	ียบกระทาเหยียบกิ่งกระถิน
แย้ม	24	แย้ม		AUTO	ประยงคุ์แย้มแกมเกสรมะล
ทิว	24	ทิว		AUTO	นถึงเจ็ดทิวาตาจะบอดไห
ปล้ำ	24	ปล้ำ		AUTO	ดื้อเข้าปล้ำต้องเอาน้ำ
อวด	24	อวด		AUTO	มันองอาจอวดตัวชั่วนัก
คว่ำ	24	คว่ำ		AUTO	งเพียงจะคว่ำทุกเถื่อนถ
วรรณ	24	วรรณ		AUTO	งไขศรีสุวรรณนิ่งอึ้งตะ
วิ	24	วิ		AUTO	่วมจิตชีวิตเดียว¦แกจ
วาว	24	วาว		AUTO	จะสิ้นชีวาวันพลางรำพั
โมง	24	โมง		AUTO	ำราพอสี่โมงแปดบาทให้ฆ
ตื้น	24	ตื้น		AUTO	้าศึกอันตื้นลึกเล่าให้
ทร	24	ทร		AUTO	กายไปหาดทรายเต็มกลัว
ทัด	24	ทัด		AUTO	อนผันสันทัดได้หัดปรือ
ปด	24	ปด		AUTO	คนสอดลงไปดูหมู่พหลฟั
พรั่ง	24	พรั่ง		AUTO	ตย์พร้อมพรั่งทั้งพหลพอส
ลอด	24	ลอด		AUTO	วิ่งเล็ดลอดออกมาหาที่
แหวก	24	แหวก		AUTO	งสมรแล้วแหวกว่ายสาคโรช
สึก	24	สึก		AUTO	ไรไม่รู้สึกทรวงสะทึกถ
นภา	24	นะ-ภา		COMPOSED	ขว้างโดยนภางค์เมฆาเวห
ยาง	24	ยา-งะ		COMPOSED	ป็นทิวไปยางพะยอมค้อมค
พยุ	24	พะ-ยุ		COMPOSED	นสนั่นไปพยุใหญ่พัดมาใ
ใคร่รู้	24	ใคร่-รู้		COMPOSED	ย่างไรจะใคร่รู้เรียกให้ผู
สลัด	24	สะ-ลัด		COMPOSED	ทองกล้องสลัดใส่หมวกปัส
ตีน	24	ตี-นะ		COMPOSED	ัดแวงเอาตีนเหยียบปากก
อางขนาง	24	อา-งะ-ขะ-นาง		COMPOSED	าอย่าได้อางขนางแหนงคนที่ร
พจนารถ	24	พด-จะ-นาด	syllable count differs (ssg 2 vs w2p 3)	REVIEW	งดาบสรับพจนารถรู้ว่าญาติ
หลุด	23	หลุด		AUTO	จุดตีให้หลุดแหกเข้าด่า
แหก	23	แหก		AUTO	ีให้หลุดแหกเข้าด่านชา
ปลิด	23	ปลิด		AUTO	บชีวิตจะปลิดปลงได้อ้าย
ช้อน	23	ช้อน		AUTO	ระกองเกยช้อนเศียรแล้วร
กวาด	23	กวาด		AUTO	ย์จงแผ้วกวาดจัดแจงแต่ง
งา	23	งา		AUTO	ดมิดบังเงาแม่เจ้าเอ๋
เหว	23	เหด		AUTO	มห้วยธารเหวผาคูหาบรรพ
พรรณราย	23	พัน-นะ-ราย	syllable count differs (ssg 2 vs w2p 3)	REVIEW	สงสุวรรณพรรณรายพลางถวายน้
ทุ่ม	23	ทุ่ม		AUTO	กษ์ดีสี่ทุ่มจึงจะยกกระ
ฉาว	23	ฉาว		AUTO	นถึงวุ่นฉาวจงช่วยกันแ
นอง	23	นอง		AUTO	วามตามทำนองมันตรึกตรอ
เม็ด	23	เม็ด		AUTO	าเสร็จกลเม็ดหลายหลากมา
หน่อย	23	หน่อย		AUTO	นข้าวพองหน่อยก็ท้องค้ำห
แผน	23	แผน		AUTO	ียบไปตามแผนแสนสำราญข้
วอ	23	วอ		AUTO	ยไม่โงหัวออกรบสลบนิ่
เบิก	23	เบิก		AUTO	นธการไม่เบิกบานแจ่มแจ้
บิด	23	บิด		AUTO	ังกฤษมันบิดเบี้ยวจะขั
กุฏิ์	23	กุ		AUTO	หนออกจากกุฏิ์เดินตรงไปส
พราว	23	พราว		AUTO	ล้วนเพชรพราวจอมสาวสาวเ
ค้น	23	ค้น		AUTO	บแทนที่แค้นเคืองให้ลื
วก	23	วก		AUTO	รีบเร่งพวกพหลพลนิกาย
เตียน	23	เตียน		AUTO	ดเสียให้เตียนที่เสี้ยนห
นาค	23	นาค		AUTO	ไว้แน่นหนาคอยบังลมโบก
เทพ	23	เทพ		AUTO	งไม่ม้วยเทพเข้าช่วยจะ
เล็บ	23	เล็บ		AUTO	ษพอสะกิดเล็บกระทั่งถึง
หมี	23	หะ-มี		COMPOSED	้ายยักษ์หมีเห็นคนมาล้
หนำ	23	หะ-นำ		COMPOSED	รั้นอิ่มหนำพร่ำว่าด้ว
ควาย	23	คะ-วาย		COMPOSED	งแรดร้ายควายเปลี่ยวเที
แผ้ว	22	แผ้ว		AUTO	ล้วสว่างแผ้วราวกับเขีย
เฮ้ย	22	เฮ้		AUTO	วงว่าฮ้าเฮ้ยออศิษย์หาก
ชุด	22	ชุด		AUTO	ืนตับคาบชุดอาวุธสั้นเ
ปราชญ์	22	ปราด		AUTO	ิดมาเป็นปราชญ์ฉลาดครันเห
ด้น	22	ด้น		AUTO	มึงอย่าได้นึกแหนงระแว
ปวด	22	ปวด		AUTO	ภัยเจ็คบปวดทุกหมวดกอง
แสร้ง	22	แสร้ง		AUTO	ว้หรือจะแสร้งมาแบ่งปัน¦
ถ้อย	22	ถ้อย		AUTO	กสนานฟังถ้อยคำสามีปรีช
คุ้ม	22	คุ้ม		AUTO	ะได้ช่วยคุ้มภัยสิ่งใดม
นิ้ว	22	นิ้ว		AUTO	สนองเปิดนิ้วดังวังเวงเ
เกียน	22	เกียน		AUTO	นตามเกาะเกียนไม่รู้แห่ง
เกือบ	22	เกือบ		AUTO	ให้ขับพลเกือบจะถึงธารท่
งาน	22	งาน		AUTO	ีแสงพนักงานสารพัดมาจั
โปรย	22	โปรย		AUTO	ละอองอาบโปรยปรอยตั้งฝอ
ล	22	ล		AUTO	บาทหลวงงกตกประห
เสื่อม	22	เสื่อม		AUTO	วังจะให้เสื่อมสว่างทางวิ
มอบ	22	มอบ		AUTO	เขาบ้างหมอบเจ่าคุดคู้
แรก	22	แรก		AUTO	กตั้งแต่แรกเจ้าแผ่นดิ
พาด	22	พาด		AUTO	็มต่อบูรพาดูท่าทาง¦พว
ผืน	22	ผืน		AUTO	ำมันคนละผืนตั้งรายเป็
โซ่	22	โซ่		AUTO	ารโจนโยนโซ่เอาขอสับพว
จ่าย	22	จ่าย		AUTO	ิลคอยจับจ่ายเครื่องเสบ
นาด	22	นาด		AUTO	ใจ¦พวกเสนาดาบสที่บวชใ
ลิ	22	ลิ		AUTO	ย์ที่ลอยลิบอย่าพะวงส
ต้ม	22	ต้ม		AUTO	่ทั้งไข่ต้มเอาน้ำส้มร
แป้ง	22	แป้ง		AUTO	น์กระแจะแป้งล้วนเครื่อ
รวด	22	รวด		AUTO	วากหนามกรวดทรายเอาราย
จีบ	22	จีบ		AUTO	าอ้ายกากจีบปากพูดนั่ง
เดือด	22	เดือด		AUTO	็นทุกขังเดือดร้อนควรผ่อ
ซูบ	22	ซูบ		AUTO	โศกรูปจนซูบผอมทุกเช้า
วาน	22	วา-นะ		COMPOSED	เป็ดไก่หวานคาวกับข้าว
สิง	22	สิ-งะ		COMPOSED	นเจ้าชาวสิงหลมึงอย่าไ
สยาม	22	สะ-ยาม		COMPOSED	งศ์ไทยในสยามทั้งพูดจาห
สรงสนาน	22	สง-สะ-นาน		COMPOSED	แต่งองค์สรงสนานออกจากด่าน
พจมาน	22	พะ-จะ-มา-นะ		COMPOSED	งมีมธุรสพจมานก่อรำคาญใจ
หมาก	22	หะ-มาก		COMPOSED	นโลโภโมโหมากดีฝีปากเขา
ชนก	22	ชะ-นก		COMPOSED	าองค์พระชนกชนนีพระฤๅษ
แผลง	22	แผล-งะ		COMPOSED	กศิษย์กูแผลงฤทธิ์ขึ้นจ
พิศวง	22	พิด-สะ-หวง	syllable count differs (ssg 2 vs w2p 3)	REVIEW	อาดวงจิตพิศวงทั้งพี่เลี
สกนธ์	22	สะ-กน	syllable count differs (ssg 1 vs w2p 2)	REVIEW	งตัวทั่วสกนธ์¦เหมือนสัง
รณรงค์	22	รน-นะ-รง	syllable count differs (ssg 2 vs w2p 3)	REVIEW	ออกประจญรณรงค์ให้งวยงงเม
หาด	21	หาด		AUTO	ลนิกายไปหาดทรายเต็มกล
ฟาก	21	ฟาก		AUTO	งทั้งสองฟากถึงจะอยากก
เพียร	21	เพียร		AUTO	นค่อยพากเพียรตามระบอบที
