word	syllables	flags	context
ไม้เท้า	ไม้-เท้า		็นหายถือไม้เท้างกเงิ่นเดิ
คาถา	คา-ถา		วยมนต์ดลคาถาวิชาขลังเป
การศึก	กาน-สึก		ศามาช่วยการศึกใหญ่ในลังก
กราบทูล	กราบ-ทูน		ะสันจึ่งกราบทูลกับพระองค์
ลูกหลาน	ลูก-หลาน		จมูกทั้งลูกหลานแม้นมิเข้า
การุญ	กา-รุน		ศรัทธาจะการุญจะอุดหนุนส
สมเด็จ	สม-เด็ด		บเหตุว่าสมเด็จพระเชษฐากั
กระทั่ง	กระ-ทั่ง		รีบไปให้กระทั่งฟังเนื้อคว
ชาววัง	ชาว-วัง		ักทองพวกชาววังตั้งเครื่อ
มารยา	มาน-ยา		แจ้งความมารยาเป็นพาเหีย
กระดาษ	กระ-ดาด		ตำรับจับกระดาษที่วาดเขีย
ตรวจตรา	ตรวด-ตรา		ปสั่งให้ตรวจตรากันมั่นอยู
หักหาญ	หัก-หาน		อทนทานจะหักหาญเข้าไปก็ใช
วิเศษ	วิ-เสด		ยรู้เหตุวิเศษโสคงจะได้เ
ประจัญบาน	ประ-จัน-บาน		พร้อมกันประจัญบานมันเอาขวาน
เนื้อความ	เนื้อ-ความ		ะทั่งฟังเนื้อความจะได้ตามเข
บิดร	บิด-รด	sound mismatch @1 (บิ vs บิด)	สนิทเป็นบิดรของบังอรบุ
กำจัด	กำ-จัด		หียรค่อยกำจัดตัดราคคิดพ
ถาวร	ถา-วอน		นนคราให้ถาวรพระเห็นพร้
ประภัสสร	ประ-พัด-สอน		จ่มจำรัสประภัสสรสุดสิ้นแสง
แยกย้าย	แยก-ย้าย		อแตกต้องแยกย้ายทั้งพลัดพร
เยี่ยงอย่าง	เยี่ยง-หย่าง		้ถูกต้องเยี่ยงอย่างทางบุราณ¦แ
บิตุรงค์	บิ-ตุ-รง		ิญพระบาทบิตุรงค์เผ่าพงศาให
หลับนอน	หลับ-นอน		ยกินอยู่หลับนอนผ่อนสำราญแ
ใช้สอย	ใช้-สอย		ยมไว้เคยใช้สอยกับเครื่อง
เป็นสุข	เป็น-สุก		ุกข์เห็นเป็นสุขชื่นมื่นไม
เจ้าเมือง	เจ้า-เมือง		งซ้ำเติมเจ้าเมืองเดิมนั้นเป
ทุกคน	ทุก-คน		เป่าทั่วทุกคนให้ไพร่พลเ
ทำเป็น	ทำ-เป็น		ข้าในป่าทำเป็นหาฟืนตองเท
เรือรบ	เรือ-รบ		ันลำทั้งเรือรบเรือใบอยู่
แซ่ซ้อง	แซ่-ซ้อง		นยอตตรังแซ่ซ้องก้องกังวาน
วังเวง	วัง-เวง		รื้นเครงวังเวงวนแกให้คนต
แน่นหนา	แน่น-หนา		นแขวนไว้แน่นหนาคอยบังลมโบ
ลุกขึ้น	ลุก-ขึ้น		วบ้างที่ลุกขึ้นเซายังเมาม
วิไล	วิ-ไล		นพระอภัยวิไลลักษณ์ลงซบ
รุ่งราง	รุ่ง-ราง		่าให้ทันรุ่งรางสว่างตาเอา
อาดูร	อา-ดูน		วรับขวัญอาดูรดิ้นดั่งจะ
ประมูล	ประ-มูน		งรายเข้าประมูลทูลฉลองตาม
รำพึง	รำ-พึง		งตรึกนึกรำพึงแล้วจึงว่า
ตามแต่	ตาม-แต่		ถามก็ว่าตามแต่ผู้ใหญ่จะไ
แต่ก่อน	แต่-ก่อน		งเคราะห์แต่ก่อนคิดผ่อนผัน
ทัพหน้า	ทับ-หน้า		ล้วไปบอกทัพหน้าพวกวาโหมวา
ข่มเหง	ข่ม-เหง		หยาบหยามข่มเหงไม่เกรงใจก
เวียงวัง	เวียง-วัง		คลายเข้าเวียงวังตั้งหน้าไป
วิเวก	วิ-เวก		่งวังเวงวิเวกจิตสังเกตท
ไสยาสน์	ไส-ยา		สไชยตื่นไสยาสน์พร้อมอำมาต
ฉันใด	ฉัน-ได		ยกันหรือฉันใด¦พวกกำปั่น
เศร้าหมอง	เส้า-หมอง		์เผ่าให้เศร้าหมองมาเป็นกรรม
ประเดี๋ยวนี้	ประ-เดี๋ยว-นี้		วาปตาหวีประเดี๋ยวนี้อยู่ในไอศว
แจ้งเหตุ	แจ้ง-เหด		ละสังเวชแจ้งเหตุผลโมทนาสาธ
นงเยาว์	นง-เยา		่วนโฉมยงนงเยาว์เสาวคนธ์จร
คนดี	คน-ดี		พื่อจะปะคนดีมีวิชาแต่บ
อิ่มเอม	อิ่ม-เอม		แจ้งความอิ่มเอมเกษมสันต์ส
ดำเนิน	ดำ-เนิน		เพลินรีบดำเนินพลไปใกล้ลั
ผาสุก	ผา-สุก		ท้าวรายาผาสุกสิ้นทุกข์ร
วจะ	วะ-จะ		ึงอ้ายผัวจะมาง้อขออีเ
